URL_ID,URL,Positive Score,Negative Score,Polarity Score,Subjectivity Score,Avg Sentence Length,Percentage of complex words,Fog Index,Average Number of Words per Sentence,Complex word count,Word Count,Syllable per word,Avg Word Length
10744,Will machine replace the human in the future of work?,46,24,0.3142857098,0.1129032256,620,59.51612903,271.8064516,620,369,620,1.929032258,7.185483871
51,Future of Work: How AI Has Entered the Workplace,63,21,0.499999994,0.1105263156,760,61.31578947,328.5263158,760,466,760,1.972368421,7.348684211
31525,Impact of COVID-19 pandemic on Tourism & Aviation industries,23,30,-0.1320754692,0.08534621564,621,61.03059581,272.8122383,621,379,621,1.821256039,7.069243156
86,Impacts of COVID 19 on Vegetable Vendors,29,19,0.208333329,0.1069042314,449,59.91091314,203.5643653,449,269,449,1.917594655,7.167037862
7050,Rise of electric vehicle and its impact on livelihood by the year 2040.,26,15,0.2682926764,0.07750472575,529,60.49149338,235.7965974,529,320,529,1.882797732,7.172022684
116,How will COVID-19 affect the world of work?,27,26,0.01886792417,0.1255924168,422,46.68246445,187.4729858,422,197,422,1.623222749,6.206161137
7973,"An outlook of healthcare by the year 2040, and how it will impact human lives.",37,25,0.193548384,0.1016393441,610,63.44262295,269.3770492,610,387,610,2.019672131,7.536065574
129,Coronavirus: Impact on the Hospitality Industry,10,8,0.1111111049,0.05863192163,307,53.09446254,144.037785,307,163,307,1.846905537,7.087947883
57,,5,1,0.6666665556,0.05217391259,115,52.17391304,66.86956522,115,60,115,1.834782609,6.608695652
81,Global financial crisis 2008 causes/effects and its solution,24,32,-0.1428571403,0.1031307549,543,48.61878453,236.6475138,543,264,543,1.620626151,6.61694291
46764,Why scams like Nirav Modi Happen with Indian banks?,49,92,-0.3049645368,0.1235758106,1141,59.42156004,480.168624,1141,678,1141,1.881682734,7.173531989
107,How COVID-19 is impacting payment preferences?,16,4,0.59999997,0.06097560957,328,59.45121951,154.9804878,328,195,328,1.807926829,6.679878049
87,Impact of COVID-19 pandemic on Tourism & Aviation industries,23,30,-0.1320754692,0.08534621564,621,61.03059581,272.8122383,621,379,621,1.821256039,7.069243156
6588,Rise of Electric Vehicles and its Impact on Livelihood by 2040,19,11,0.2666666578,0.06012024036,499,56.71342685,222.2853707,499,283,499,1.80761523,6.817635271
13053,How to protect future data and its privacy?,47,55,-0.07843137178,0.1062499999,960,61.5625,408.625,960,591,960,1.853125,7.095833333
49997,How will COVID-19 affect the world of work?,36,83,-0.3949579799,0.1714697404,694,61.52737752,302.210951,694,427,694,1.914985591,7.10518732
3355,Rise of e-health and its impact on humans by the year 2030,36,11,0.5319148823,0.07507987208,626,65.49520767,276.5980831,626,410,626,2.067092652,7.658146965
16286,All you need to know about online marketing,22,1,0.9130434386,0.0513392856,448,61.16071429,203.6642857,448,274,448,1.935267857,7.113839286
88,Impact of COVID-19 pandemic on sports events around the world.,36,11,0.5319148823,0.0321477428,1462,44.73324213,602.6932969,1462,654,1462,1.633378933,6.901504788
48150,Global Economy effected by Coronavirus,43,83,-0.3174603149,0.1499999998,840,61.54761905,360.6190476,840,517,840,1.875,7.096428571
42608,How Coronavirus Impact on the Hospitality Industry,19,34,-0.2830188626,0.09481216441,559,59.03398927,247.2135957,559,330,559,1.867620751,7.334525939
22751,Embedding care robots into society and practice: Socio-technical considerations,10,3,0.538461497,0.07182320402,181,56.90607735,95.16243094,181,103,181,1.801104972,6.690607735
33834,How Voice search makes your business a successful business.,30,5,0.7142856939,0.07641921381,458,54.14847162,204.8593886,458,248,458,1.810043668,6.871179039
59,How Data Analytics and AI are used to halt the COVID-19 Pandemic?,21,15,0.166666662,0.08888888867,405,59.50617284,185.8024691,405,241,405,1.90617284,7.059259259
49073,Should celebrities be allowed to join politics?,56,19,0.4933333268,0.08600917421,872,57.22477064,371.6899083,872,499,872,1.868119266,7.558486239
20904,Impact of AI in health and medicine,17,9,0.3076922959,0.07647058801,340,61.47058824,160.5882353,340,209,340,1.976470588,7.147058824
99,Estimating the impact of COVID-19 on the world of work,25,28,-0.05660377252,0.09724770624,545,60.36697248,242.146789,545,329,545,1.983486239,7.190825688
126,How prepared is India to tackle a possible COVID-19 outbreak?,20,25,-0.1111111086,0.09615384595,468,60.8974359,211.5589744,468,285,468,1.888888889,7.05982906
62,How Google fit measure heart and respiratory rates using a phone camera?,10,1,0.8181817438,0.03859649109,285,47.71929825,133.0877193,285,136,285,1.757894737,6.701754386
148,Big Data Analytics in Healthcare,31,44,-0.173333331,0.1139817627,658,60.03039514,287.2121581,658,395,658,1.917933131,7.007598784
132,Marketing Drives Results With A Focus On Problems,27,22,0.1020408142,0.07184750723,682,58.50439883,296.2017595,682,399,682,1.973607038,7.463343109
149,Business Analytics In The Healthcare Industry,32,4,0.7777777562,0.09350649326,385,66.49350649,180.5974026,385,256,385,2.083116883,7.6
97,COVID-19 Impact on Hospitality Industry,18,42,-0.3999999933,0.1158301156,518,61.003861,231.6015444,518,316,518,1.901544402,7.198841699
321,Rise of e-health and its impact on humans by the year 2030,43,14,0.5087719209,0.1511936336,377,67.90450928,177.9618037,377,256,377,2.140583554,7.803713528
112,How will COVID-19 affect the world of work?,26,53,-0.3417721476,0.1332209104,593,57.84148398,260.3365936,593,343,593,1.898819562,7.333895447
9359,What Jobs Will Robots Take From Humans in The Future?,69,36,0.3142857113,0.1153846153,910,67.14285714,390.8571429,910,611,910,2.046153846,7.624175824
